,wAP0021_d8_54A,wAP0031_d4_55A,wAP0034_d0_56A,wAP0035_d4_57A,wAP0037_d0_63A,wAP0038_d8_58A,wAP0040_d8_59A,wAP0041_d4_64A,wAP0043_d4_60A,wAP0045_d8_65A,wAP0046_d4_62A,wAP0047_d0_66A,wAP0048_d4_67A,wAP0049_d0_68A,wAP0049_d8_61A,wAP0050_d4_69A,wAP0054_d8_70A,wAP0026_d4_97A,wAP0051_d0_98A,wAP0051_d8_106A,wAP0052_d4_103A,wAP0052_d8_96A,wAP0054_d0_100A,wAP0055_d8_101A,wAP0057_d0_102A,wAP0058_d0_109A,wAP0058_d8_108A,wAP0059_d4_107A
COCH,-1.333025225,-1.72914273,0.14953222,0.181184819,-0.559665993,0.426998138,0.220806123,-0.713718486,-0.626504338,-1.139152543,0.077351058,-0.386583102,0.152430967,0.138592727,-0.155215037,-0.224809208,-0.253271561,-1.220384179,-0.718450395,-0.875428631,0.159862993,-0.166701237,0.159820418,0.016279974,-0.040862466,0.725385041,-0.278175783,-0.56055232
PPIH,0.726374224,-0.59717584,-0.54538405,0.057764628,0.052608935,NA,-1.181797098,-0.237649137,0.132587885,-0.169510596,0.181059904,-0.16799644,-0.837199713,0.068793092,0.324202692,0.566822384,0.445743081,0.026169815,0.658892783,0.741467235,0.45139263,-0.374327699,0.054442236,-0.377179335,-0.07981516,-0.898478105,0.095068095,-0.203436091
AKR7A2,-0.484843534,0.401736712,0.216815111,-0.48481294,1.039828463,0.788865816,0.19623608,-0.941375448,-0.076143213,-0.11286106,0.669513247,-0.323536206,-0.026841792,0.355432123,-0.518124609,0.070566366,0.613517692,-0.501298978,0.063751381,0.270960655,-0.808481529,0.158338241,-0.044292536,-0.338525729,-0.205330918,0.175661283,-0.204744521,-0.058666637
EPB41L2,0.04214577,0.128385394,-0.296901268,-0.392567148,-0.054865059,-0.752185144,0.066669152,-0.756243983,0.021759347,0.574163871,0.22757597,-0.279144392,0.034298293,-0.261310941,-0.800922026,-0.089629215,0.359822106,0.422953586,-0.253160148,0.12868992,-0.486316497,0.104887333,-0.417962445,0.48355314,-0.579912426,-0.276260311,0.238964561,-0.755396756
LAMTOR5,-0.023650215,0.202926872,-0.600339381,0.53739719,0.247243362,-0.508595533,0.35755042,0.529132247,0.314712946,NA,-0.054458257,0.25574041,-0.216261754,-0.249155698,0.123303242,-0.573224926,0.540598321,0.359457645,0.526651765,0.828265158,0.450943777,0.851717233,0.524754929,0.884676529,-0.794427982,-0.149950885,0.841138403,0.859824709
TIMM44,-0.470124132,-0.164291408,-0.187068185,0.025106712,-0.652541505,-0.36467154,0,-0.185182174,-0.598106701,-1.771664312,-0.747386274,0.234914072,-0.251790994,-0.456920411,-0.692144588,0.246903873,-0.101157111,0.37806841,-0.614823,-0.153676732,0.614668844,0.335397184,-0.721306721,-0.122654651,0.189995287,-0.165167534,-0.257872104,0.483782575
TRAPPC3,0.867074567,0.137514638,-0.751263258,-2.732467495,0.296026816,-2.080618305,0.724455035,NA,NA,NA,-1.868345752,-1.373690021,-0.591004582,-0.236344397,1.202592338,-1.523627327,0.920103788,-0.6180868,-0.981542785,-0.529699117,-1.770176879,-1.693648324,0.528608854,1.091383006,0.022881,0.949831259,2.22062044,0.318495673
NCK2,-1.283808814,0.817056086,-1.398698818,0.49937916,0.290334174,0.904830135,0.225627961,-0.57029256,0.639876776,1.325705494,-0.208701168,0.757623778,-0.270254604,-0.000283268,0.431948847,0.765523032,-0.334369253,0.047917818,-0.859817805,0.392377088,0.376519343,-0.099774482,-0.557359696,-0.895164951,0.313549686,0.714325506,0.867218498,1.317279689
ZNF207,-2.011355032,-1.039713045,-1.536110476,0.238143099,0.180338333,-0.721307618,0.435165254,0.044195223,0.878635534,NA,0.153569533,1.325873861,0.325085954,-0.749574307,NA,0.035776174,-0.122239628,0.7178702,0.155650112,-1.183072194,0.084824833,0.037550628,NA,-0.692340339,-0.722607476,-0.512915754,NA,0.359060394
NDUFA2,0.336559103,0.1572819,-0.250332596,0.389442676,0.361659844,-1.083254553,-0.230051235,-0.312929683,-1.433036856,-0.175234663,0.499181823,0.085196713,0.370221543,0.337277849,-0.466646908,0.918286617,-0.270022562,-0.244037905,-2.20547137,-0.535389031,0.319865967,-2.033828012,0.687308063,0.644240378,-0.750977889,-0.005075482,0.20559991,-0.965340049
GET3,0.142498669,0.186625573,-0.154221067,0.185312613,-0.186728482,0.196614343,0.325639197,-0.076992821,-0.472190201,-0.265775386,-0.081376872,-0.330368966,-0.779388473,-0.219476512,-0.464902027,0.126924993,0.194840234,0.032985854,-0.72089352,-0.258906736,0.154797009,1.027028818,-0.691284888,0.207318872,-0.216133107,-0.396510062,0.586555693,0.185338211
BUB3,NA,0.696962843,0.27624641,-1.324622725,0.43803586,0.053699267,-0.240198392,0.009331688,0.35560277,-0.194145654,0.189976557,-0.251654466,0.597080653,-0.502583293,NA,0.51646008,0.593752765,0.241892363,0.333210423,-0.063940371,-0.153495025,-0.465398316,0.212815386,-1.346097502,0.519437756,0.356283737,0,0.658585115
ACTN4,-0.252636423,0.270149446,0.132857318,0.303987262,-0.239219701,0.062272027,-0.327275661,0.318739442,0.316325068,0.193103437,0.309921698,0.330008936,-0.124867627,0.135533682,-0.36953311,0.115192172,-0.616970425,-0.07510445,0.51784032,0.219023572,-0.22780319,-0.163307661,-0.351259082,-0.296373113,-0.000498858,0.038865871,0.318377095,0.019190966
STX6,-0.17879242,-0.6033937,0.484169718,-1.33252153,-0.386360577,0.647704367,0.117323848,0.651136941,-0.098353401,0.115532271,-0.992523864,-0.777837356,-0.258928162,0.534792293,-0.261742829,-0.280764736,0.490407386,0.356819432,-0.01285044,-0.806602999,0.828853933,-0.000446129,0.388866197,0.874436424,-0.152546866,0.022328908,-0.075674172,-0.231802667
ENSA,NA,0.745901138,-1.185223525,-0.127797904,-0.143397514,-0.09863367,-0.505195509,-1.449146623,0.036039869,0.973906269,1.184462347,0.94738734,-2.866603941,-2.507215756,-0.34177745,0.155966274,1.033277207,-0.765388666,0.388878163,0.72104394,0.620068438,0.549755405,0.749297952,-0.737217047,-0.196683173,0.583108919,0.648016422,0.061774593
NARS1,0.009228696,-0.003893569,0.310090751,-0.191170985,-0.116219823,-0.131102015,0.393502242,-0.158307474,0.13885433,0.128089803,-0.173750488,0.251810018,-0.388157666,0.048454497,0.357102241,-0.462824753,-0.086644646,-0.423232834,-0.404580639,0.251415571,-1.064832658,-0.341761246,-0.071668559,0.254172079,-1.168206526,0.193571263,0.287000708,0.142211806
MYO1B,0.713319829,1.025791399,0.076210532,-1.338382135,0.299162762,0.247805219,0.345734892,0.563016545,-0.666102488,0.483353438,-0.774918037,-0.684007791,-0.186679758,-0.282561084,0.140260974,-0.007053539,0.163249488,0.206467976,-0.427846398,-0.854538573,-0.070560664,-0.051478199,-0.653734654,1.133667325,-0.548039717,0.687351549,-0.549546927,1.227815542
LANCL1,-1.118959122,-0.530970005,-0.224769081,-0.260761539,0.525016572,0.089777265,0.321971097,0.515852294,0.40674892,-0.461177718,0.351535659,-0.227136875,0.639574399,-0.218776787,-0.547283066,0.355676373,-0.094504697,-0.344396249,0.023809005,0.293136022,0.319863551,0.162358506,-0.19670095,0.26564165,-0.071473076,-0.138544964,0.058121846,0.4930156
IDH3B,0.087632601,-0.424241585,-0.101563252,0,0.080864951,0.308458606,0.309608745,-0.197477467,-0.203771493,-0.757100955,0.27070158,-0.466232755,-0.162809172,0.117028979,0.10834935,-0.167037112,-0.146178815,0.126633325,-0.26154289,-0.356965353,-0.194194426,-0.174908769,-0.408716208,-0.104527585,-0.313821282,0.408886963,0.016500893,-0.0957581
CALU,0.028306551,-0.231658877,-1.254685013,-0.228717231,0.199249535,0.064072884,-2.050961797,-0.412408622,0.617521254,0.578106314,-0.073998489,-0.23226945,-0.412770707,0.205547085,0.31137046,0.290461096,-0.339442074,-0.318050257,-0.063411309,0.440517734,-2.120393011,-1.377866675,0.272511634,-0.653778382,-0.7488827,-1.290050961,1.274604786,0.797505592
EDIL3,0.172146766,-1.089615281,0.921452306,1.069311817,0.796042994,0.125368392,-1.068386835,-0.748079597,-0.266371321,NA,-0.058140938,-1.464837435,1.157187106,-1.032507437,1.469955005,-0.524704309,-1.386861626,-0.331144108,-0.23490834,-0.713509309,0.80511046,0.860832818,0.375269083,0.683731783,1.470093364,-0.776493404,-0.978545701,0.555098379
AKR1B10,0.720570187,-1.453646909,-1.009539808,0.442427392,-2.48763804,-0.094754731,-0.14641668,0.165649555,0.768016866,1.077123956,0.145018954,-0.530307454,-0.041267005,-0.730227166,-0.908595285,0.504327888,0.740035712,0.639206057,1.051904192,0.266070063,0.249448118,1.090153749,-0.266323353,0.205154006,1.539044511,-0.085001724,-0.009154239,-0.120680671
TIMM8A,-1.694723242,0.698700832,0.750050022,0.865310968,0.935993955,0,0.361062426,0.450930282,-0.008173257,-2.524523978,0.240983003,0.58801026,0.356655445,0.245237605,-0.3182591,0.424868792,0.133529055,0.713212961,-0.281308138,0.136722525,0.820888452,0.447879308,0.008766016,0.507061849,-0.102955822,-0.135424008,-0.162046465,0.92665828
OPA1,-0.086033477,0.004171653,0.496748187,0.094219432,0,-0.126588846,0.160946861,0.081291271,-0.732656004,-1.055157798,-0.319487407,0.341682049,0.125369648,0.202290953,0.148847952,-0.095338229,-0.803030494,0.021662433,-0.543283972,-0.562934017,0.446501152,-0.064184356,0.109584811,-0.170312841,-0.229437328,0.043886452,-0.174476036,-0.179424276
GDF9,-0.036862964,-0.671660669,0.335508541,0.60592573,0.242592752,-0.043158439,0.226535162,-0.496803833,-0.880671207,-0.485308136,-0.43387206,-0.84841153,0.356676133,0.386235644,0.395722458,-0.565823671,-0.154399817,0.409208806,-0.563775688,-0.689816465,0.187552142,0.044363128,0.073681008,-0.547386016,-0.389480326,0.469535669,-0.597552992,-0.884291235
GSDME,0.133380377,0.761288804,-0.943867912,-0.271285982,0.076680347,0.021389821,-1.245152971,0.272974,0.790546658,1.394737428,0.936133362,-0.031920691,0.758159572,0.132029188,0.309026015,0.832606362,-0.134572713,0.48892597,0.009584239,-0.921676958,1.078002487,-0.104283578,0.664029043,NA,-0.269119133,-0.223254971,0.401030049,0.892400714
SNX3,1.336698504,0.307592551,-0.007691597,0.126782732,0.492129119,-0.634905551,-0.41521932,-0.347717226,-0.387660452,-0.316061504,0.01035969,0.862164104,-0.675237423,-0.438265742,-0.200391448,-0.077652743,-0.72214751,-0.000794986,0.768839453,0.108340958,-0.394703315,0.573275051,0.181274971,0.503363342,0.668437962,0.158137242,-0.03076332,0.339441321
GMDS,-0.451158638,0.959113209,0.869189572,-0.111491512,-0.164625004,0.448160413,0.15447074,0.200987546,0.550342172,-0.209079811,0.576747537,-0.227887604,-0.094391342,0.46850157,0.381052065,0.380415998,0.63592623,-0.488532083,0.203968181,-0.111678505,-0.228918687,-0.394638379,-0.470477256,-0.501216741,-0.79742753,-0.198073789,-0.621262271,0.429012951
BUB1B,0.447217554,0.939663361,-0.436896899,0.262659892,0.175293797,0.56914557,0.195251495,0.337986119,0.064712362,0.895806137,-0.305262962,-0.394774303,0.24246295,-0.182768408,0.734660752,-0.33666908,-0.728992469,0.33606019,0.01431565,0.444844334,0.012091384,0.348638148,0.086332945,0.13748984,0.012822051,0.106006941,0.774273348,0.270036267
DIAPH1,-0.769371809,0.61033141,0.136975346,-0.484546315,-0.085295494,0.112439345,0.315540494,0.1601206,0.147710598,-0.251766492,0.248939037,-0.530982371,-0.120437723,-0.196614614,-0.123649629,0.034896439,0.229698634,0.400410706,-0.189688487,0.660487839,-0.102369452,0.03591491,0.083449659,0.223743662,-0.413217018,-0.010957686,-0.211780418,0.32825923
PLIN3,0.061574072,0.875177213,0.226307637,0.126359017,0.019289824,-0.315760976,0.519087131,0.31892385,-0.116745968,-0.160631094,0.008268322,0.183851468,-0.199302927,0.454094548,-0.149939655,-0.110768453,0.163104053,-0.056204435,0.436761423,0.549906045,-0.379594022,0.251610884,-0.407126436,-0.094021202,0.013233113,0.484835458,0.075979903,0.092006165
UGDH,-0.2240691,0.130073943,0.107478888,-0.111937146,-0.141156092,0.731906075,-0.390423804,-0.341729007,-1.098756083,1.473210352,0.591373579,0.214962318,0.624017867,-0.240343568,0.973811861,-0.599645446,0.145244988,0.299256259,-1.25934453,-0.46868116,-0.457005494,-0.053283587,-0.547347353,-0.521253897,-0.671409277,-0.025904599,-0.007437486,-0.81601589
CTNND1,-0.181350042,0.924812229,-0.87842872,0,0.74577745,-0.197520788,-0.162312125,-0.413712716,0.395704603,0.023911848,-0.076663603,0.414062636,0.352467283,0.041626267,0.360208049,0.58758272,-0.071798521,0.585149455,0.300032751,-0.384815393,0.600159672,0.474833336,0.348418759,-0.407080882,0.884805711,-0.01121542,-0.092621151,0.65973352
SNX2,0.707196427,0.313809291,-0.622027518,0.57323015,-0.474211326,-0.159633846,0.339148771,0.234006719,0.810563459,-1.731940189,0.0745987,-0.401246772,0.127636175,-0.077422562,-0.031365079,-0.569169112,-0.073065966,-0.444804734,-0.406991126,-0.660217224,0.2622039,0.993402895,0.586996284,0.223420192,0.290270601,0.261059857,-0.195253808,-0.907862011
USO1,0.408777831,0.058940563,0.093891523,-0.126247425,0.160617138,-0.040831099,-0.232739242,-0.148118311,-0.103339054,0.155374347,-0.283095243,0.036980334,-0.141298113,0.483146301,-0.001476744,-1.083406818,0.011567632,-0.254873882,-0.129588661,-0.251465536,-0.417874669,0.022164471,-0.888661619,-0.069050675,-0.30582865,0.138483857,0.34967255,0.336866061
PFKFB2,-0.269890932,-0.64736127,0.867913644,0.179224477,0.442687767,0.931020716,0.523496587,0.439706311,-0.051649304,-0.614041815,-0.1148661,-0.349279506,0.691962065,1.435272226,0.023988375,0.210626783,0.568532406,-1.412388966,-0.015756089,-0.157587358,-0.483474283,-1.395402361,0.73544716,-0.720308392,-0.376417186,-0.030060792,-0.086556341,-0.136455593
CCDC22,NA,-0.228296676,0.051080394,0.211053884,0.621095978,0.03617995,-1.68810629,0.313719522,-0.355573333,1.760133281,-0.188401358,-0.36254465,0.098608435,-0.247972877,1.67616504,-0.061613555,0.726672172,-0.746346642,0.545726802,-0.778275561,-0.017659214,-0.370373532,0.205382016,-0.931619151,-0.189942711,-0.616332259,0.121126876,0.046249943
PRAF2,2.231923893,-0.342216045,1.737117874,0.311326032,0.884518246,0.049704507,0.482129392,-1.072283529,1.371969805,NA,-1.572841602,0.020372466,-0.302864834,1.064037097,0.818617226,-2.181473458,1.380369265,0.094065443,0.481572657,1.803197515,-0.212542709,0.088900726,1.506014371,-0.373306019,0.020307484,-0.858681407,0.366673868,0.36206945
EDF1,-0.567583931,-0.253849877,0.073699478,0.172818517,0.043413799,-1.233549958,-0.364823553,-0.055732825,-0.264809842,-0.350542593,0.074684633,-0.407364314,-0.215883546,-0.384769393,0.943146624,0.038610711,-0.102344608,-0.852824338,0.0042837,0.414045267,1.115237215,0.55448558,0.362958082,0.281012241,-0.613337776,-0.283500465,-0.658009729,-0.115440169
DIAPH2,0.205120814,0.324369565,-0.509266967,0.07067793,0.007640922,-1.154404928,0.333312506,-0.059663774,-1.084246998,1.25848073,0.134324709,0.019987799,-0.03522949,0.043318109,-0.781308232,-0.724902955,-0.520023457,-0.852811166,-0.959378849,0.016753504,-0.77668944,-0.570172201,-0.533379403,-0.641909441,-0.424396218,-1.332070492,0.058958938,0.375476571
DNAJA2,0.086843713,-0.042724893,0.02475577,0.333171455,0,-0.199903516,-0.76191935,0.392708281,-0.452134312,-0.985754482,0.058055706,0.113047959,-0.941979421,-0.012782328,-0.608932154,0.412197082,-0.603436819,-0.076211255,-1.032445877,-1.357349204,0.096583925,-0.866559387,-0.411766559,-0.521572842,0.042955211,0.052150076,-0.286456122,-0.567523192
PFDN1,0.878537758,-0.026993258,-1.536102066,0.296655355,-0.17087589,0.199263357,0.660987498,-2.569577265,-4.633918056,NA,-1.098499879,0.474958844,-0.158510842,-1.623297691,-1.996298062,0.483540609,0.42495883,0.038247624,-1.196994819,0.460472245,-0.190233035,0.253768354,0.461195271,1.319957563,-0.490953104,0.023032644,-0.12522988,-0.183356968
PPP1R11,-0.328334885,-0.251259218,NA,-1.043456448,-1.25296402,1.867658526,1.444484566,0.558901078,-2.105780102,NA,0.113130606,1.032892728,0.556866333,1.555633488,1.246674803,-0.322683048,NA,1.146374395,1.88243394,0.662639822,-1.258897214,-0.827371186,NA,0.108339571,-0.049961722,1.341841952,-2.157760935,-2.59435726
ABCB7,-0.554648929,0.575363472,0.836188776,0.834318268,-0.754827643,0.563414751,0.335166025,-0.118656852,-1.813611175,NA,0.532493616,-0.983943055,-0.111400016,-1.165989599,-0.265766382,-0.432316698,0.015640804,-0.349939547,0.391018498,0.150583426,0.253483526,-1.965894387,-0.192423321,0.844539246,-0.273551163,0.544664101,0.419229873,-1.205470908
WDR1,-0.151613682,0.140423151,0.026204864,-0.040410119,-0.100991376,-0.036859903,0.163791909,-0.038828611,0.314533284,0.450047572,0.542409834,0.01188157,-0.37546765,0.240548836,0.176275755,0.235558557,0.342141722,-0.205197365,0.142844269,0.39041734,0.078199243,0.139995954,-0.127909246,-0.333839388,-0.008750845,-0.232505737,0.355916697,0.206332597
DNAJC13,-0.03876521,0.094733831,0.212761456,-0.472895014,-0.121031347,0.143386416,0.190193347,0.082408065,-0.837312269,-0.440818518,-0.020330948,-0.314995025,0.173650668,-0.136899211,-0.56050978,-0.161693948,0.060114099,-0.10535044,-0.263810097,-0.405710232,-0.175697849,-0.144897481,-0.202162323,0.095809304,-0.051665701,0.359823529,-0.396020074,-0.026925813
DNAJB6,NA,-1.19492437,1.188931926,-0.883184589,-2.109345475,NA,0.454060318,-1.385578959,0.314760527,NA,-0.938576257,-0.152242244,1.505098413,0,1.167389486,-0.406352998,-1.569845183,-0.514983265,0.841964617,-1.52947506,1.545561547,-1.190364781,0.037788234,-2.618203349,0.229051388,-1.157528717,-0.739774456,0.329757403
COQ9,1.276813914,-0.002361661,-0.096002219,0.423077823,-0.724695335,0.588672175,0.374660269,-0.569848861,-1.219355965,-0.27343676,0.053967572,-0.211772342,0.011741627,-0.008276914,-0.400126006,0.604961869,-0.521951447,0.505154913,-0.020646073,-0.275003806,0.157460407,0.056997323,-0.244293186,-0.406432287,-0.060583564,-0.006551022,0.086825405,0.195208461
NDUFS7,0.604072612,-0.796325822,0.806434595,-0.842904491,1.438138956,-0.205107887,-0.55345178,-1.113703886,0.799794186,NA,-0.782714296,-1.691985631,-0.389023989,0.064292163,-0.531990799,0.318924227,-0.645399824,0.24317821,0.611404584,-0.190328193,0.341708181,-0.135959125,0.434571628,-1.620243698,0.8549413,0.284227659,NA,-0.281943128
NDUFS2,-0.110943842,-0.972906472,-0.762602316,-0.194275054,0.358302416,0.237984085,0.722764457,0.025476206,NA,-0.166218142,-0.48750594,-1.181797327,0.427524254,-0.292886538,0.713450546,0.407000856,-0.009384593,-0.671125126,1.053954016,0.414787821,0.073959813,1.568516713,-0.161092325,0.514733833,0.825635733,-0.13235603,0.558427613,0.432969325
NIPSNAP2,1.317929949,0.875237603,-0.127105554,0.179044606,2.463615428,0.499227469,-0.688456002,-0.574462373,NA,NA,-0.946885101,0.035352935,0.744498762,-0.282383734,NA,-0.192651917,-1.978093266,0.41875551,-0.021114591,NA,0.859227219,1.273755477,-0.929051017,-0.149750985,-2.649619848,-1.222464678,-1.898558302,-1.209906983
TBCA,0.576529234,0.751864404,-0.755950491,-0.342873074,0.87284726,-0.049759966,0.017893387,0.303236098,0.470725216,0.967114329,-0.062788605,0.728561528,0.199981853,0.089054774,0.818524348,0.517111581,0.038519759,-0.082163663,-0.069234297,1.04142883,0.057126175,0.539052233,0.378678685,0.002691785,0.324011874,-1.197961478,-0.055900705,0.735755587
FLNB,-0.191488509,-0.219234297,-0.513091683,-0.459432559,-0.433255673,0.14712466,-0.231985748,-0.360346756,0.37132058,0.157346116,0.208495783,0.267750758,0.236686892,-0.546854729,-0.991404899,0.004714889,-0.022909888,0.066389947,-0.040840138,-0.012932945,-1.071620153,-0.386608676,-0.26808122,0.00081269,-0.814434663,-0.740370323,0.299395357,-0.17927628
NDUFS6,0.759505044,1.277995366,-0.00768583,-0.140803138,-0.277469646,0.881263763,0.378017382,-0.794835288,-0.630939284,1.600363717,-0.455725418,1.348874982,-0.849848572,0.441673774,-0.995568565,0.472153815,0.019400607,-0.160079915,0.331032108,0.561156771,-0.391394297,-0.98005276,0.368124918,-0.635777872,0.041000203,-0.163487667,0.726486841,-0.336843923
CS,0.41111656,-0.061306103,0.092071899,0.194135355,-0.337586756,0.161378807,-0.146300117,-0.308716018,-0.375079474,-0.31786649,0.254788731,-0.242829631,0.096045372,-0.074367512,0.043929745,0.278767269,0.184055579,0.06769932,-0.109342996,-0.427352902,0.139173963,-0.117440704,0.026459138,0.181369283,-0.320639493,-0.004217012,0.231025159,0.03549322
SEC22B,-0.799494547,-0.247016305,0.515255867,0.020990281,-0.016972931,0.045078178,0.753341619,0.349295798,-0.201791419,-0.633745208,-0.420381466,-0.973658672,0.718469778,-0.053202626,0.032225583,0.422123709,-0.406055548,0.305561674,-0.331889772,-0.327848963,-0.425192869,-0.866727395,0.647991532,-0.312070286,0.515783183,0.065938534,0.402284117,0.188591699
