,wAP0022_d4_2A,wAP0026_d0_10A,wAP0029_d8_50A,wAP0030_d0_51A,wAP0033_d8_20A,wAP0037_d4_31A,wAP0041_d0_41A,wAP0042_d0_87A,wAP0042_d4_42A,wAP0043_d8_40A,wAP0045_d4_88A,wAP0046_d0_46A,wAP0047_d4_47A,wAP0050_d0_93A,wAP0026_d4_97A,wAP0051_d0_98A,wAP0051_d8_106A,wAP0052_d4_103A,wAP0052_d8_96A,wAP0054_d0_100A,wAP0055_d8_101A,wAP0057_d0_102A,wAP0058_d0_109A,wAP0058_d8_108A,wAP0059_d4_107A
STX6,0.122865813,-0.227600787,-0.028632417,-0.070148284,-1.720836311,-0.133759582,0.430309629,0.496141774,-0.225557332,0.494189689,-0.213194917,-0.541097741,-0.524974294,-0.794106366,0.356819432,-0.01285044,-0.806602999,0.828853933,-0.000446129,0.388866197,0.874436424,-0.152546866,0.022328908,-0.075674172,-0.231802667
ENSA,NA,-0.283541856,-0.854534886,-1.043925858,0.555526804,1.196511892,0.716659041,0.485481481,-0.24302222,-1.916558048,-2.029993916,0.263163231,-0.343195464,NA,-0.765388666,0.388878163,0.72104394,0.620068438,0.549755405,0.749297952,-0.737217047,-0.196683173,0.583108919,0.648016422,0.061774593
NARS1,-0.400378532,-0.083859226,-0.0002414,0.05432407,-0.267351846,-0.213287837,0.520438726,-0.145970393,0.17203425,-0.405228511,0.122045731,-0.09369423,-0.248153107,0.06296936,-0.423232834,-0.404580639,0.251415571,-1.064832658,-0.341761246,-0.071668559,0.254172079,-1.168206526,0.193571263,0.287000708,0.142211806
MYO1B,NA,-0.931626076,0.380059197,-0.366273888,0.295848702,1.261887878,0.397612681,0.416989209,-0.119651819,0.551409898,0.803070594,0.249269336,-0.442561768,-0.081363829,0.206467976,-0.427846398,-0.854538573,-0.070560664,-0.051478199,-0.653734654,1.133667325,-0.548039717,0.687351549,-0.549546927,1.227815542
LANCL1,-0.186835467,-0.131517898,-1.41989169,0.141968131,0.151235303,-0.475169775,-0.047163906,-0.591689737,-0.350166701,-0.296348885,0.225190825,-0.033365871,0.056753795,0.119258365,-0.344396249,0.023809005,0.293136022,0.319863551,0.162358506,-0.19670095,0.26564165,-0.071473076,-0.138544964,0.058121846,0.4930156
IDH3B,-0.793901044,-0.024227941,0.01843562,0.129220279,0.341137026,0.135872996,0.272095043,-0.110417777,-0.009214272,0.214504633,-0.030224404,0.041807499,-0.414045079,-0.315858803,0.126633325,-0.26154289,-0.356965353,-0.194194426,-0.174908769,-0.408716208,-0.104527585,-0.313821282,0.408886963,0.016500893,-0.0957581
CALU,0.02195113,-0.98298789,0.358068413,-1.065694013,0.040461649,0.877074065,0.774857002,0.70963941,0.693494468,-0.354580455,-0.366668058,0.768396592,0.914322291,0.007466945,-0.318050257,-0.063411309,0.440517734,-2.120393011,-1.377866675,0.272511634,-0.653778382,-0.7488827,-1.290050961,1.274604786,0.797505592
EDIL3,NA,-2.36182912,NA,-0.227672877,0.328215415,0.442261233,-0.170109534,-0.41339711,0.387068838,NA,0.850059699,-0.253631916,1.444723541,0.322521013,-0.331144108,-0.23490834,-0.713509309,0.80511046,0.860832818,0.375269083,0.683731783,1.470093364,-0.776493404,-0.978545701,0.555098379
AKR1B10,0.966737841,-0.287100815,0.142224231,-0.173480654,0.035584645,1.829898477,-0.159595576,-0.768587425,0,-0.340643348,0.012899634,-0.012857809,-0.049677849,0.12895497,0.639206057,1.051904192,0.266070063,0.249448118,1.090153749,-0.266323353,0.205154006,1.539044511,-0.085001724,-0.009154239,-0.120680671
TIMM8A,-0.572785133,0.039942956,-0.774661888,-0.223272052,-0.735719479,-1.779809206,0.749378554,0.347148956,0.642604258,-2.471394859,-0.620859469,0.254918359,0.320782373,0.509366831,0.713212961,-0.281308138,0.136722525,0.820888452,0.447879308,0.008766016,0.507061849,-0.102955822,-0.135424008,-0.162046465,0.92665828
OPA1,-0.081553836,0.060616418,0.058071323,0.088459703,-0.42416074,0.641890278,0.069467334,-0.140071146,-0.133125936,0.066273272,0.404412681,0.152457942,-0.417928235,0.115209756,0.021662433,-0.543283972,-0.562934017,0.446501152,-0.064184356,0.109584811,-0.170312841,-0.229437328,0.043886452,-0.174476036,-0.179424276
GDF9,-0.035569516,0.578082392,-0.067115468,0.326292138,0.368750876,0.115769604,0.851199102,-0.262154087,-0.266965354,0,0.398988029,0.016377505,-0.341622864,0.308587373,0.409208806,-0.563775688,-0.689816465,0.187552142,0.044363128,0.073681008,-0.547386016,-0.389480326,0.469535669,-0.597552992,-0.884291235
GSDME,0.315361132,0.803581887,-0.772178552,0.347378736,-1.925203694,NA,0.111326766,-0.033834137,0.762784937,-0.825888156,0.23754267,-0.997662261,0.132995751,-1.04931118,0.48892597,0.009584239,-0.921676958,1.078002487,-0.104283578,0.664029043,NA,-0.269119133,-0.223254971,0.401030049,0.892400714
SNX3,1.32814226,-0.346928328,-0.220607816,0.453430478,-0.306163416,-1.090596123,-0.659439291,0.867975013,-0.365108016,0.000794548,0.164866471,-0.220471572,1.012842185,0.939645392,-0.000794986,0.768839453,0.108340958,-0.394703315,0.573275051,0.181274971,0.503363342,0.668437962,0.158137242,-0.03076332,0.339441321
SYNCRIP,NA,0.144524964,0.183260873,-0.684471368,1.121457004,NA,0.710912505,-0.243364009,-1.209685128,-0.603097234,NA,-1.025051614,0.513709906,-0.46780952,0.329189017,NA,-1.116149235,-0.900416898,-0.385714747,0,-0.735243093,-0.357172281,-0.09365224,0.55086664,-0.401461578
GMDS,-0.195163787,0.646627066,-0.149838317,-0.236779894,0.348958029,0.783531882,0.420929902,-0.224687222,0.056224748,-1.349454829,-0.196009596,0.613806314,0.227342468,-0.262622351,-0.488532083,0.203968181,-0.111678505,-0.228918687,-0.394638379,-0.470477256,-0.501216741,-0.79742753,-0.198073789,-0.621262271,0.429012951
BUB1B,0.075029157,-0.207638974,-0.574126885,-1.080682502,-1.415046851,0.085115743,-1.055028123,-0.75995403,-1.151670853,-1.094029637,-0.671462619,0.095404126,-0.891778305,-0.302249831,0.33606019,0.01431565,0.444844334,0.012091384,0.348638148,0.086332945,0.13748984,0.012822051,0.106006941,0.774273348,0.270036267
DIAPH1,0.400002304,-0.457742098,-0.151139401,0.31271723,-0.149122461,-2.396292021,-0.200308511,-0.149591726,-0.086919787,-0.145729323,-0.6364668,-0.03044183,-0.134746967,0.17675171,0.400410706,-0.189688487,0.660487839,-0.102369452,0.03591491,0.083449659,0.223743662,-0.413217018,-0.010957686,-0.211780418,0.32825923
PLIN3,0.19931109,-0.179006341,-0.128703885,-0.106371127,-0.194627617,-0.42161538,0.034081235,0.726931057,0.166121776,-0.394329275,0.059528466,0.187945521,0.387771734,0.362924378,-0.056204435,0.436761423,0.549906045,-0.379594022,0.251610884,-0.407126436,-0.094021202,0.013233113,0.484835458,0.075979903,0.092006165
KPNA6,NA,0.999794646,-0.284266143,-0.821170283,0.023882631,NA,-0.06841976,0.567207598,0.832191994,NA,0.816458901,0.661069269,0.42437769,0.21197982,-2.036421096,-0.946812481,-3.639425702,NA,NA,-1.146932999,-1.555429759,1.007225358,0.240594112,-2.014082538,0.434933269
UGDH,-0.039478845,-0.116582677,-0.836250893,-0.318508304,-0.573020808,1.85123055,0.268837829,-0.00245434,0.21165482,0.424498661,0.994947316,0.645628443,0.434511253,-0.477597339,0.299256259,-1.25934453,-0.46868116,-0.457005494,-0.053283587,-0.547347353,-0.521253897,-0.671409277,-0.025904599,-0.007437486,-0.81601589
CTNND1,0.484340302,0.131505438,0.054587699,-0.704805902,0.330440975,0.002128532,-0.33518764,-0.255487881,0.04002408,0.26041612,0.421799276,0.999855946,-1.188350257,-1.652835247,0.585149455,0.300032751,-0.384815393,0.600159672,0.474833336,0.348418759,-0.407080882,0.884805711,-0.01121542,-0.092621151,0.65973352
SNX2,-0.907152099,0.081261381,0.392215722,-0.112400287,0.459006184,NA,-0.376666477,-0.178649262,0.710979294,0.807770056,0.005535054,-0.582911564,-0.473770736,-0.005556372,-0.444804734,-0.406991126,-0.660217224,0.2622039,0.993402895,0.586996284,0.223420192,0.290270601,0.261059857,-0.195253808,-0.907862011
USO1,1.307877802,-0.690824011,0.252435182,-0.288138529,-0.124736193,0.322283567,0.079816458,0.08013017,-0.58603285,-0.75039968,-0.071896621,-0.317565768,-0.151808391,-0.076350665,-0.254873882,-0.129588661,-0.251465536,-0.417874669,0.022164471,-0.888661619,-0.069050675,-0.30582865,0.138483857,0.34967255,0.336866061
PFKFB2,-0.108448154,-1.04200327,1.007538452,0.136248494,0.115085628,0.761362859,-0.028916421,0.54521499,0.422127694,-1.022644098,0.280304757,0.822696152,-1.799439272,-0.011537059,-1.412388966,-0.015756089,-0.157587358,-0.483474283,-1.395402361,0.73544716,-0.720308392,-0.376417186,-0.030060792,-0.086556341,-0.136455593
CCDC22,0.807959532,-0.49945514,-1.054543413,0.628545474,-0.041226082,NA,-0.290287923,0.295323542,0.546160011,-1.553112243,-1.13321068,0.400635242,-0.303454105,0.257540755,-0.746346642,0.545726802,-0.778275561,-0.017659214,-0.370373532,0.205382016,-0.931619151,-0.189942711,-0.616332259,0.121126876,0.046249943
PRAF2,-0.899711109,1.277572363,1.941469663,1.013921921,0.933159121,0.076860862,-0.391216863,-0.607030997,-0.709650914,1.385568196,-0.292048436,-0.04809372,-1.190428916,-0.087238963,0.094065443,0.481572657,1.803197515,-0.212542709,0.088900726,1.506014371,-0.373306019,0.020307484,-0.858681407,0.366673868,0.36206945
EDF1,-1.080284217,-0.224447,0.512446418,0.027581774,0.151336882,NA,-0.257539005,-0.133914705,0.521948245,-0.543155107,-0.526802471,-0.390967129,0.248575725,0.259167855,-0.852824338,0.0042837,0.414045267,1.115237215,0.55448558,0.362958082,0.281012241,-0.613337776,-0.283500465,-0.658009729,-0.115440169
DIAPH2,-0.344136601,-1.434947786,0.276263176,0.439574231,1.089244064,-0.703767517,-0.610513708,-2.067121406,-0.583813113,0.080197267,-0.194444527,0.241662279,-0.513629416,-1.242629814,-0.852811166,-0.959378849,0.016753504,-0.77668944,-0.570172201,-0.533379403,-0.641909441,-0.424396218,-1.332070492,0.058958938,0.375476571
DNAJA2,-0.90089495,0.099331101,0.127774545,-0.314673366,0.729720595,0.900011507,0.386021386,-0.277449218,0.300883361,0.351632209,0.307921133,0.239187461,-0.041996128,0.479430657,-0.076211255,-1.032445877,-1.357349204,0.096583925,-0.866559387,-0.411766559,-0.521572842,0.042955211,0.052150076,-0.286456122,-0.567523192
PFDN1,0.689041684,1.039044994,-0.068550418,0.180420106,-0.256678168,NA,-0.363735899,-1.15145166,-0.315461948,-0.04936002,-2.162711339,0.011761663,0.323619277,-0.786776127,0.038247624,-1.196994819,0.460472245,-0.190233035,0.253768354,0.461195271,1.319957563,-0.490953104,0.023032644,-0.12522988,-0.183356968
PPP1R11,-0.240648416,1.114692922,-1.658604856,-0.350853136,1.024573969,NA,-0.183624293,1.685877107,-1.463488251,-2.274845104,NA,-2.290888111,0.894687411,-0.184870315,1.146374395,1.88243394,0.662639822,-1.258897214,-0.827371186,NA,0.108339571,-0.049961722,1.341841952,-2.157760935,-2.59435726
ABCB7,NA,-0.838933114,0.461548758,0.045711366,-0.155432625,0.899848768,-0.732024022,-1.369375902,-0.647921157,1.09211586,-1.142600765,-0.265989738,-0.192643592,-0.328459807,-0.349939547,0.391018498,0.150583426,0.253483526,-1.965894387,-0.192423321,0.844539246,-0.273551163,0.544664101,0.419229873,-1.205470908
WDR1,-0.359079324,-0.23867143,-0.323801437,0.201496702,0.233093226,-2.092898911,-0.219617349,-0.047426006,0.369540243,-0.413452869,0.178796901,0.144227919,-0.095978688,0.123943911,-0.205197365,0.142844269,0.39041734,0.078199243,0.139995954,-0.127909246,-0.333839388,-0.008750845,-0.232505737,0.355916697,0.206332597
DNAJC13,-0.389423902,0.036819899,0.212269939,-0.012373269,-0.100227134,0.889796088,0.054064801,0,0.07068456,0.045936561,0.237894888,0.005905951,0.0958478,-0.016009316,-0.10535044,-0.263810097,-0.405710232,-0.175697849,-0.144897481,-0.202162323,0.095809304,-0.051665701,0.359823529,-0.396020074,-0.026925813
DNAJB6,-0.447505737,1.073882122,0.741065033,1.289893752,-0.453254127,0.586079152,-0.45045616,-1.080366288,0.275640135,2.181913504,-0.02265467,-0.157277322,-1.287634241,-0.663814607,-0.514983265,0.841964617,-1.52947506,1.545561547,-1.190364781,0.037788234,-2.618203349,0.229051388,-1.157528717,-0.739774456,0.329757403
COQ9,1.080092279,-0.209899862,0.06810873,-0.18136814,0.463674559,0.018584511,-0.291997391,0,0.859066112,0.469424309,-0.387264961,-1.375585629,0.141229284,0.173255867,0.505154913,-0.020646073,-0.275003806,0.157460407,0.056997323,-0.244293186,-0.406432287,-0.060583564,-0.006551022,0.086825405,0.195208461
NDUFS7,0.526677017,0.452853332,NA,0.792979907,0.738451947,0.316180612,1.405739001,0.827090341,1.58685206,0.499115258,-0.223597402,0.000471094,-0.956978334,0.662910293,0.24317821,0.611404584,-0.190328193,0.341708181,-0.135959125,0.434571628,-1.620243698,0.8549413,0.284227659,NA,-0.281943128
NDUFS2,NA,-0.584993753,1.712009207,-0.422410468,NA,-0.627296634,-0.258165948,1.008449808,0.673116466,0.029393377,0.020113238,0.591501355,-1.209535658,0.391915516,-0.671125126,1.053954016,0.414787821,0.073959813,1.568516713,-0.161092325,0.514733833,0.825635733,-0.13235603,0.558427613,0.432969325
NIPSNAP2,1.438174283,0.449836804,NA,-0.58825924,-1.505816038,3.035671219,-1.159295133,-0.266341783,-1.735833034,NA,-0.131027759,1.252658392,-1.105185477,-0.64652979,0.41875551,-0.021114591,NA,0.859227219,1.273755477,-0.929051017,-0.149750985,-2.649619848,-1.222464678,-1.898558302,-1.209906983
TBCA,-0.433162963,0.053326582,-0.303869719,-0.465556378,-0.444528032,0.232062256,-0.407926419,-0.079064265,0.027155605,-1.008282892,-0.239677574,-0.37140864,0.38728044,-0.96661321,-0.082163663,-0.069234297,1.04142883,0.057126175,0.539052233,0.378678685,0.002691785,0.324011874,-1.197961478,-0.055900705,0.735755587
ATP6V1G1,0.034972434,0.495855143,-1.040920188,-0.415856139,-1.847693744,NA,0.413725113,0.412422019,0.594874138,NA,-0.059445079,-0.624047642,0.369001345,NA,0.813138391,NA,-2.06151806,-0.046466484,0.994439027,0.199581098,0.76120251,-0.538675947,0.600025115,-0.515634327,-0.218188265
FLNB,-0.347600226,0.15714575,-0.273658124,0.044357537,0.581632413,-1.102661356,0.156956723,0.831908995,0.078336193,0.064515643,-0.093416673,0.132067178,0.243102957,0.054761136,0.066389947,-0.040840138,-0.012932945,-1.071620153,-0.386608676,-0.26808122,0.00081269,-0.814434663,-0.740370323,0.299395357,-0.17927628
NDUFS6,1.679917526,-0.741212677,0.3776347,0.121407764,-0.122994114,NA,0.478121358,-1.706948848,-1.611692091,-2.821249643,NA,0.273950908,-0.321111318,0.811717289,-0.160079915,0.331032108,0.561156771,-0.391394297,-0.98005276,0.368124918,-0.635777872,0.041000203,-0.163487667,0.726486841,-0.336843923
CS,0.458280229,0.563110574,-0.061125865,-0.17165071,0.021659343,-0.462005333,0.035287657,-0.369953965,-0.290193057,0.589625746,-0.450076214,0.450273239,-0.221927638,-0.36486197,0.06769932,-0.109342996,-0.427352902,0.139173963,-0.117440704,0.026459138,0.181369283,-0.320639493,-0.004217012,0.231025159,0.03549322
SEC22B,0.074380048,0.04633346,0.489003176,-0.36580002,-0.043819387,0.527124802,-0.031443158,0.006884539,-0.211363456,0.394656382,-0.087996407,-0.284900341,-0.480432355,-0.314216677,0.305561674,-0.331889772,-0.327848963,-0.425192869,-0.866727395,0.647991532,-0.312070286,0.515783183,0.065938534,0.402284117,0.188591699
VPS26A,0.794597752,-0.012494807,1.110477365,-0.253696762,-0.185599292,-0.175423167,0.84154169,0.378515205,-0.005014375,-0.096322671,1.001206825,-1.610272541,0.404743405,-0.186092829,-0.572261617,-1.164725263,-1.164864932,-0.648458954,-1.121979994,0.279693759,-0.073757136,-0.431587183,0.057124768,1.21310715,-0.127091516
ERLIN1,-0.502037898,0.3873871,-1.53414446,-0.158929627,-0.583780594,0.564303434,-0.314616728,-0.224582889,-0.95594324,-0.456594181,-0.781213834,0.997426446,-1.402285972,0.118995601,0.80161148,0.933457873,0.733192247,0.804302617,0.353840552,0.494097353,0.476712235,-0.05859727,1.019018414,0.427851189,-0.181111525
NDUFS3,-0.453232063,0.047294267,-0.494565856,0.422546149,-0.351937883,-0.878197691,0.798877165,-0.537690841,0.492379434,0.536755923,0.999257801,0.089978059,0.405980941,0.386569276,-0.305880199,0.419214822,-0.183431414,0.888476515,-0.970212052,-0.168069194,0.084206816,0.000537057,-0.365723577,0.731369988,0.013384601
ECI2,-0.061958398,-0.121393503,-0.039036643,-0.749387416,-0.509824669,-0.478130236,0.330409438,-0.83308463,-0.548055803,-0.131971092,-0.073295845,0.051164872,-0.019958401,0.393847086,0.532409658,-0.33515216,0.09714067,0.50108982,-0.013584395,0.126504569,-0.618871642,-0.11794592,0.100597904,0.048513923,0.021116173
BANF1,-0.10057556,-0.295449674,-0.704897346,0.278273729,-0.441514031,-1.178500448,-0.314887771,0.194936281,0.005924113,-1.68623116,-1.351375009,0.22649617,-0.379495596,0.641661703,0.199400684,0.570876688,0.266597263,0.314037791,-0.374127049,0.132516018,0.306092728,0.326620376,0.078946084,-0.142433376,-0.048882243
CSDE1,-0.726157568,-0.294952203,1.473401009,-0.371043771,0.174330256,-1.474698334,1.042820387,-0.01083023,-0.409996985,0.359191734,-0.300443794,-1.383684136,-0.011189579,0.65941237,0.552092057,-0.333175353,-0.12336211,-0.233937178,0.171255406,-1.063720928,-0.378031834,NA,-0.497484534,-0.683530075,-0.110237706
GCAT,0.330689063,-1.274974947,2.125704635,-1.15642746,0.379858365,0.19964429,1.184839574,-0.805157477,-0.467410429,1.747752524,-0.402783927,-0.71952967,-0.34638523,0.404876951,-0.281011949,-1.246114241,-1.377853643,-1.412906133,-0.489399704,-1.921643536,-1.393274022,-0.83048797,-1.147020792,-1.23011197,NA
LYPLA1,0.41548951,0.045450128,-0.03220882,-0.778141594,-0.159353351,-2.423948355,-0.35731142,0.331141491,-0.010911068,-0.457187311,-0.194802127,-0.067722727,-0.168462913,0.034776299,0.560526326,-0.57558418,-0.462925035,-0.034749793,0.321608462,-0.439748714,0.548538933,0.01136315,0.397630367,0.026068337,0.223026417
SLC25A12,0.082794066,0.089601626,1.259754209,-0.213772511,0.249327339,-0.652650152,-0.730982023,-0.140907385,-0.007465003,-0.449305361,0.671481876,0.4009876,-0.68612882,-0.767665193,-0.032945252,-0.444916314,0.130860944,-0.021724333,-0.302298931,0.110732022,-0.283561136,0.372801409,-0.049668705,0.620286292,-0.330733473
EIF3J,-0.809219271,0.2440102,-0.31526303,-0.178832505,0.494608053,NA,0.054081228,0.30650375,-0.12377307,0.754620347,-0.451999938,-0.154434279,0,-0.335599654,0.124672505,-0.800926408,0.201365701,-1.396599558,0.748454151,0.306512689,-0.886095817,-0.271498344,-0.02896211,-0.274966071,-0.763537042
PSMD10,-1.578781232,0.362948145,0.767159512,-0.027427971,-0.267878277,2.515404962,0.486687664,0.375348829,0.003316845,-0.817464633,-0.490891204,-1.236661916,0.37587968,-0.324573621,0.089319097,-0.439214042,0.074880005,-0.254740095,0.492767776,-0.20592067,0.6015412,-0.736968978,-0.091477491,-0.586122263,-0.49600922
IDH1,-0.142478038,0.731522716,-0.376476848,-0.518329877,0.373844498,-1.198539559,-0.253734638,0.273292261,-0.219654026,-0.503581237,-0.55497156,0.468942826,-0.047843101,-0.187221618,0.080016173,0.165039932,0.039673052,-0.139370774,-0.056483389,0.178954517,-0.221712122,-0.045786233,0.345554231,0.482804374,0.206839631
ATP5PD,0,0.027855559,-0.610793167,-0.202123917,-0.007185376,0.37295606,0.117341813,-0.389863213,0.163592391,0.253788295,0.016474558,0.37750147,-0.049111808,0.409888475,0.138088557,0.399981205,0.48550963,0.513161723,0.421680372,-0.382949772,0.067513136,0.341550748,-0.121316942,-0.104593752,0.419562221
ATP5MG,0.431378339,0.254085678,0.503165151,-0.164652126,0.020276634,0.627506966,0.565966956,0.455465756,0.444611891,0.674955388,-0.113417779,0.549729724,-0.180803506,-0.367104214,0.158913846,-0.346084774,-0.282646184,-0.100659656,-0.609243386,-0.395081872,0.21871743,0.535089663,0.257874651,-0.034173318,0.054464292
WFS1,0.597105115,0.337254488,-0.043057534,-0.132285127,-0.791499701,0.9238923,0.198131871,0.074742343,-0.563132344,0.14778918,0.800357698,0.107930102,-0.232624719,0.028388695,0.239641784,-0.78658401,-0.256907235,-0.664433778,-0.895119633,0.391431539,-0.308134446,0.326202905,-1.189296384,-0.376983681,-0.327121861
DDAH1,0.706718139,0.735203546,0.647191426,0.012519485,1.112528205,3.282425273,-0.03391113,-0.231665619,-1.89334232,0.276515613,1.107368479,-0.066869339,-1.884437252,-0.21765637,-0.035236956,-0.970965274,-0.361016195,-0.950295649,0.439297258,-0.205273831,-0.54443311,-0.440712482,0.803214543,-0.256595699,-1.506277185
